115;7;LLAVE DE TORQUE;TORQUE;QD4R400;310;110009732;BOA-H-82212;14/03/2016;14/03/2017;0;0
116;7;MANOMETRO 1 REGULADOR;PRESION;BU-2581-AQ;371;NO INDICA;BOA-H-8002;26/04/2018;26/04/2019;1;0
117;7;MANOMETRO 2 REGULADOR;PRESION;BU-2581-AQ;371;NO INDICA;BOA-H-8002;26/04/2018;26/04/2019;1;0
118;7;TERMOMETRO DIGITAL;TEMPERATURA;450;101;12100053;BOA-H-82819;15/12/2017;15/12/2018;1;0
119;7;MANOMETRO;PRESION;O-300;29;NO INDICA;BOA-H-82191;25/06/2015;24/06/2016;0;0
120;7;MANOMETRO;PRESION;0-600;396;NO INDICA;BOA-H-82192;23/03/2018;23/03/2019;1;0
121;7;MANOMETRO;PRESION;BU-2581-AQ;371;NO INDICA;BOA-H-82194;28/08/2017;28/08/2018;0;0
122;34;MANOMETRO;PRESION;0-220;396;NO INDICA;NO INDICA;15/07/2014;15/07/2015;0;
123;34;VACUOMETRO;PRESION;0-30;396;NO INDICA;NO INDICA;11/05/2015;10/05/2016;0;
124;7;DIGITAL THERMOMETER;TEMPERATURA;450;101;12120027;BOA-H-82933;02/06/2014;02/06/2015;0;0
128;80;TERMOMETRO IR;TEMPERATURA;62 MAX;126;20900997;NO INDICA;09/07/2015;08/07/2016;0;0
129;95;SONOMETRO;AC�STICA;840029;315;174024;13-SON-02;06/10/2017;06/10/2018;1;0
130;95;SONOMETRO;AC�STICA;SOUN PRO  SE/DL;271;BHJ010001;13-SON-03;06/10/2017;06/10/2018;1;0
132;69;BALANZA DIGITAL;MASA;ACS-30;247;NO INDICA;NO INDICA;;30/12/1900;0;DADO DE BAJA
140;7;MANOMETRO;PRESION;0-6000;130;NO INDICA;BOA-H-70074;25/07/2018;25/07/2019;1;X
141;7;MANOMETRO;PRESION;0-20;170;NO INDICA;BOA-H-70075;25/07/2018;25/07/2019;1;0
142;20;MANOMETRO DIGITAL;PRESION;P3962B785001;347;30600818;VCPTP02;22/10/2015;21/10/2016;0;DADO DE BAJA(9/11/2016)
143;20;LLAVE DE TORQUE;TORQUE;TEC 3A;310;4622;NO INDICA;19/07/2013;19/07/2014;0;
144;20;BANCO DE TORQUE ANALOGICO;TORQUE;TK02;396;153533MRA;NO INDICA;02/01/2015;02/01/2016;0;
145;20;BANCO DE TORQUE ANALOGICO;TORQUE;TK03;396;258058MRA;NO INDICA;04/02/2016;03/02/2017;0;
146;62;MANOMETRO;PRESION;0-35;185;NO INDICA;NO INDICA;22/07/2013;22/07/2014;0;0
147;86;MANOMETRO;PRESION;0-1000;192;NO INDICA;ALM.0010;31/07/2013;31/07/2014;0;X
148;86;MANOMETRO REGULADOR 2;PRESION;0-400;287;NO INDICA;NO INDICA;31/07/2013;31/07/2014;0;0
149;86;MANOMETRO INFLADO DE RUEDA;PRESION;8844-B;95;125071;NO INDICA;31/07/2013;31/07/2014;0;X
150;86;ENGRAMPADOR DE PINES;DIMENCIONAL;M22520/1-01;99;55406-7;NO INDICA;01/08/2013;01/08/2014;0;X
151;43;THERMOHIGROMETRO;TEMPERATURA;615;357;669814;THG-009;02/10/2014;02/10/2015;0;0
152;45;MEDIDOR MULTIFUNCIONAL;EL�CTRICA;PC-EM882;253;14110428;NO INDICA;14/12/2015;13/12/2016;0;0
154;43;HOLIDAY DETECTOR;EL�CTRICA;725;259;10015;NO INDICA;12/02/2014;12/02/2015;0;0
156;43;MEDIDOR DE ESPESORES;DIMENCIONAL; 35880-5094;332;NO INDICA;MED-084;29/09/2014;29/09/2015;0;0
160;43;MEDIDOR DE ESPESOR;DIMENCIONAL; T-MIKE EM+;332;01W4P6;NO INDICA;12/02/2014;12/02/2015;0;0
161;43;BLOQUE PATRON ESCALONADO;DIMENCIONAL;1018;396;A25016;NO INDICA;12/02/2014;12/02/2015;0;0
164;62;MANOMETRO;PRESION;0-145;29;NO INDICA;NO INDICA;07/10/2015;06/10/2016;0;0
166;43;VALVULA DE ALIVIO;PRESION;NONE;396;66;NO INDICA;22/08/2013;22/08/2014;0;X
167;43;VALVULA DE ALIVIO;PRESION;NONE;396;67;NO INDICA;22/08/2013;22/08/2014;0;X
168;43;VALVULA DE ALIVIO;PRESION;NONE;396;68;NO INDICA;22/08/2013;22/08/2014;0;X
169;43;VALVULA DE ALIVIO;PRESION;NONE;396;69;NO INDICA;22/08/2013;22/08/2014;0;X
170;7;TENSIOMETRO;TENSI�N;T60-1001-C8-1A;252;26394;BOA-H-82936;31/07/2017;31/07/2018;0;0
171;58;BALANZA DIGITAL;MASA;NO INDICA;122;110;MMECO-071;22/09/2017;22/09/2018;1;0
172;58;POCKET BALANCE;FUERZA;NO INDICA;207;NO INDICA;MMECO-073;26/09/2017;26/09/2018;1;0
173;32;ESTUFA;TEMPERATURA;1010-0082 ;98;07-29252;CC-FG-ESE-01;17/10/2014;17/10/2015;0;0
185;80;MANOMETRO;PRESION;0-4300;32;SAE010;NO INDICA;14/10/2015;13/10/2016;0;0
186;80;MANOMETRO;PRESION;0-1400;29;SAE006;NO INDICA;19/01/2016;18/01/2017;0;
187;80;MANOMETRO;PRESION;0-160;152;52-2340;NO INDICA;21/10/2016;21/10/2017;0;
189;80;MANOMETRO;PRESION;0-3000;396;SAE 007;NO INDICA;09/10/2015;08/10/2016;0;0
190;80;MANOMETRO;PRESION;EL-001;275;SSV311;NO INDICA;19/10/2016;19/10/2017;0;
198;32;ESTUFA;TEMPERATURA;1010-0082;41;07-29252;CC-FQ-ESE-01;13/11/2017;13/11/2018;1;0
201;32;BALANZA DIGITAL;MASA;ACS-C;396;701214;NO INDICA;22/11/2016;22/11/2017;0;0
206;80;LLAVE DE TORQUE;TORQUE;6004MFRMH;62;501700046;NO INDICA;25/03/2016;25/03/2017;0;0
207;80;DIGITAL FORCE GAUGE;FUERZA;100 LBF;69;T14511;NO INDICA;08/10/2015;07/10/2016;0;0
208;83;ULTRASONIC FLAW DETECTOR;EL�CTRICA;FX - 7;209;2289;AF4GOLO58140;26/09/2017;26/09/2018;1;0
209;7;LLAVE DE TORQUE;TORQUE;QD-2R100;310;8051677;BOA-H-8033;23/07/2014;23/07/2015;0;0
210;7;TRUE RMS MULTIMETER;EL�CTRICA;179;126;94740321;BOA-H-8080;24/02/2014;24/02/2015;0;0
210;82;MULTIMETRO ANALOGICO;EL�CTRICA;TSA360;397;8119366;NO INDICA;10/08/2017;10/08/2018;0;
211;82;RELOJ COMPARADOR;DIMENCIONAL;2046S;228;PLR686;NO INDICA;09/10/2013;09/10/2014;0;
212;82;MANOMETRO;PRESION;NO INDICA;396;NO INDICA;NO INDICA;09/10/2013;09/10/2014;0;
213;82;FLUJOMETRO;PRESION;0-15 LPM;396;NO INDICA;NO INDICA;09/10/2013;09/10/2014;0;
214;20;BANCO DE TORQUE DIGITAL;TORQUE;NO INDICA;296;01-1651;TK-01;24/04/2018;24/04/2019;1;
215;43;TERMOMETRO INFRAROJO;TEMPERATURA;RAYMT4U;126;RAYL000330848;MEQ-383;10/10/2013;10/10/2014;0;X
216;83;EDDY CURRENT TESTER;EL�CTRICA;MIZ-10A;394;417;AF4GOLO54147;16/09/2017;16/09/2018;1;0
217;43;ANALIZADOR  DE  GASES   ;QU�MICA;ZEL0611740;168;497776;NO INDICA;11/10/2013;11/10/2014;0;X
218;58;LLAVE DE TORQUE;TORQUE;QD3R250;310;209024854;NO INDICA;18/10/2013;18/10/2014;0;X
219;49;CALIBRADOR PIE DE REY;DIMENCIONAL;500-197-20B;228;9903674;CR-IM-12;13/01/2018;13/01/2019;1;0
220;49;MEDIDOR DE CONCAVIDAD;DIMENCIONAL;2046 S;228;NHN 203;CR-IM-15;15/01/2018;15/01/2019;1;0
221;49;LLAVE DE TORQUE;TORQUE;NO INDICA;189;NO INDICA;PR-IM-22;04/02/2016;03/02/2017;0;0
222;49;LLAVE DE TORQUE;TORQUE;56-354;325;2002004062A1;PR-IM-03;18/02/2016;17/02/2017;0;0
223;43;RUGOS�METRO;DIMENCIONAL;2804-10;355;82276;MEQ-459;24/10/2013;24/10/2014;0;X
224;43;MEDIDOR DE ESPESORES;DIMENCIONAL;POCKET MIKE;332;5991;NO INDICA;24/10/2013;24/10/2014;0;X
226;43;TERMOMETRO INFRAROJO;TEMPERATURA;62;126;17721409;NO INDICA;24/10/2013;24/10/2014;0;X
227;43;HOLIDAY DETECTOR;EL�CTRICA;725;259;10100;NO INDICA;25/10/2013;25/10/2014;0;X
228;58;TEST SET SLIDE BATTERY TESTER;EL�CTRICA;TU-14;100;345;MMECO-142;06/09/2017;06/09/2018;1;0
229;49;CALIBRADOR PIE DE REY;DIMENCIONAL;500-172-20B;228;9900529;CR-IM-11;26/01/2016;25/01/2017;0;0
230;49;MICROMETRO DIGITAL;DIMENCIONAL;293-230;228;85239077;CCM-IM-08;19/12/2017;19/12/2018;1;0
231;49;PLANTILLA PASA NO PASA;DIMENCIONAL;NO INDICA;396;NO INDICA;CCM-IM-10;19/12/2017;19/12/2018;1;0
232;7;MANOMETRO 1 REGULADOR;PRESION;BU-2581-AQ;371;NO INDICA;BOA-H-82995;14/06/2018;14/06/2019;1;0
233;7;MANOMETRO 2 REGULADOR;PRESION;BU-2581-AQ;371;NO INDICA;BOA-H-82995;14/06/2018;14/06/2019;1;0
234;7;MANOMETRO 1 REGULADOR;PRESION;BU-2581-AQ;371;NO INDICA;BOA-H-82994;20/06/2017;20/06/2018;0;0
235;7;MANOMETRO 2 REGULADOR;PRESION;BU-2581-AQ;371;NO INDICA;BOA-H-82994;20/06/2017;20/06/2018;0;0
236;43;MEDIDOR DE ESPERSORES;DIMENCIONAL;T MIKE E;341;NO INDICA;IST C-001;06/11/2013;06/11/2014;0;X
238;43;MEDIDOR DE ESPESOR;DIMENCIONAL;T MIKE E;341;NO INDICA;IST C-001;06/11/2013;06/11/2014;0;
239;43;BLOQUE ESCALONADO;DIMENCIONAL;1018 STEEL;396;A24283;NO INDICA;06/11/2013;06/11/2014;0;X
240;58;RELOJ COMPARADOR;DIMENCIONAL; 543-390 BD;228;12011194;MMECO-107;13/12/2017;13/12/2018;1;0
242;58;CALIBRADOR;DIMENCIONAL;77141-08;189;NO INDICA;MMECO-091;12/11/2014;12/11/2015;0;0
243;7;MANOMETRO 1 REGULADOR;PRESION;BU-2581-AQ;371;NO INDICA;BOA-H-82996;04/01/2018;04/01/2019;1;0
244;7;MANOMETRO 2 REGULADOR;PRESION;BU-2581-AQ;371;NO INDICA;BOA-H-82996;04/01/2018;04/01/2019;1;0
245;7;MANOMETRO 2 REGULADOR;PRESION;BU-2581-AQ;371;NO INDICA;BOA-H-82997;26/12/2017;26/12/2018;1;0
246;7;MANOMETRO 1 REGULADOR;PRESION;BU-2581-AQ;371;NO INDICA;BOA-H-82997;26/12/2017;26/12/2018;1;0
247;62;MEDIDOR DE ESPERSORES;DIMENCIONAL;03-239;94;TG-100DL;NO INDICA;14/11/2013;14/11/2014;0;0
248;29;MEDIDOR DE ESPERSORES;DIMENCIONAL;TI-25M;115;1613;1-1980M4-301;03/11/2017;03/11/2018;1;0
249;83;TEST SET SLIDE BATTERY TESTER;EL�CTRICA;TU-14;100;307;NO INDICA;23/11/2016;23/11/2017;0;0
250;97;ANALIZADOR  DE  GASES   ;QU�MICA;XT-XWOM-Y-EU;55;MA-211026705;NO INDICA;26/11/2013;26/11/2014;0;0
251;97;ANALIZADOR  DE  GASES   ;QU�MICA;XT-XWOM-Y-EU;55;MA-211027515;NO INDICA;26/11/2013;26/11/2014;0;0
252;97;ANALIZADOR  DE  GASES   ;QU�MICA;XT-XWOM-Y-EU;55;MA-211026704;NO INDICA;26/11/2013;26/11/2014;0;0
253;49;BANCO DE TORQUE DIGITAL;TORQUE;NO INDICA;296;D-3531;CR-IM-10;26/01/2016;25/01/2017;0;0
255;7;MANOMETRO 1 REGULADOR;PRESION;BU-2581-AQ;371;NO INDICA;BOA-H-83012;13/06/2018;13/06/2019;1;0
256;7;MANOMETRO 2 REGULADOR;PRESION;BU-2581-AT;371;NO INDICA;BOA-H-83012;13/06/2018;13/06/2019;1;0
257;7;MANOMETRO 1 REGULADOR;PRESION;SA6558;245;NO INDICA;BOA-H-83014;06/01/2016;05/01/2017;0;0
258;7;MANOMETRO 2 REGULADOR;PRESION;BU-2581-AT;371;NO INDICA;BOA-H-83014;06/01/2016;05/01/2017;0;0
259;49;MANOMETRO;PRESION;0-6000;134;NO INDICA;PF-PT-06;06/12/2013;06/12/2014;0;0
260;49;MANOMETRO;PRESION;0-1400;396;NO INDICA;PF-PT-05;06/12/2013;06/12/2014;0;0
261;49;MANOMETRO;PRESION;0-870;396;NO INDICA;PF-PT-04;09/12/2013;09/12/2014;0;0
262;49;MANOMETRO;PRESION;0-100;29;NO INDICA;PF-PT-02;15/03/2016;15/03/2017;0;0
263;49;MANOMETRO;PRESION;0-100;241;NO INDICA;PF-PT-03;15/03/2016;15/03/2017;0;0
264;49;BANCO DE TORQUE ANALOGICO;TORQUE;NO INDICA;396;25-7984MRA;PR-IM-04;30/09/2017;30/09/2018;1;0
267;7;MICROMETRO OPTICO;DIMENCIONAL; 8400K;228;10349;BOA-H-82289;13/07/2018;13/07/2019;1;0
268;7;MICROMETRO DE INTERIORES;DIMENCIONAL;137-212;228;NO INDICA;BOA-H-83015;12/12/2013;12/12/2014;0;0
269;58;BATTERY CHARGER ;EL�CTRICA;, 3550-1-6;231;2010331;MMECO-055;13/12/2017;13/12/2018;1;0
270;80;TRUE RMS CLAMP METER;EL�CTRICA;375;126;23510091;NO INDICA;17/10/2016;17/10/2017;0;0
271;80;ULTRASONIC TEST SET;EL�CTRICA;42A12B;105;60456;NO INDICA;12/10/2015;11/10/2016;0;0
272;13;MEDIDOR DE CONTENIDO DE AIRE;PRESION;1150005;312;1305;WI-538;24/08/2017;24/08/2018;0;0
273;13;TERMOMETRO IR;TEMPERATURA;H3599IR;163;E1022028533;WI-340;24/08/2017;24/08/2018;0;0
274;13;BALANZA DIGITAL;MASA;WLC 6/A2;273;389841;WI-837;24/08/2017;24/08/2018;0;0
275;49;INDICADOR DE TEMPERATURA;TEMPERATURA;FHM;93;NO INDICA;PF-PT-07;18/03/2016;18/03/2017;0;0
276;7;TENSIOMETRO;TENSI�N;T5-8002-104B-00;252;68951;BOA-H-8216;01/08/2017;01/08/2018;0;0
277;49;RELOJ COMPARADOR;DIMENCIONAL;2046F;228;878423;CCM-IM-09;05/04/2016;05/04/2017;0;0
278;7;MANOMETRO 1 REGULADOR;PRESION;BU-2581-AG;371;NO INDICA;BOA-H-83011;19/01/2015;19/01/2016;0;0
279;7;MANOMETRO 2 REGULADOR;PRESION;BU-2581-AT;371;NO INDICA;BOA-H-83011;19/01/2015;19/01/2016;0;0
280;7;MANOMETRO 1 REGULADOR;PRESION;BU-2581-AQ;371;NO INDICA;BOA-H-83013;25/11/2017;25/11/2018;1;0
281;7;MANOMETRO 2 REGULADOR;PRESION;BU-2581-AT;371;NO INDICA;BOA-H-83013;25/11/2017;25/11/2018;1;0
282;49;CALIBRADOR TRAZADOR DE ALTURA;DIMENCIONAL;NO INDICA;94;706799;CR-IM-09;12/07/2018;12/07/2019;1;0
283;13;HORNO ELECTRICO;TEMPERATURA;NO INDICA;312;EEL 81 06 H 71;NO INDICA;27/12/2013;27/12/2014;0;X
284;20;MANOMETRO;PRESION;0-725;283;NO INDICA;NO INDICA;25/03/2015;24/03/2016;0;
285;20;MANOMETRO DIGITAL;PRESION;302089500;22;1201603;VCPTP01;25/01/2016;24/01/2017;0;
