BALANZA DIGITAL;SF400;NO INDICA;BOA-H-82151;2018-04-02;2019-04-02;1;MASA
CALIBRADOR DIGITAL; 0-150;NO INDICA;BOA-H-82190;2018-05-12;2019-05-12;1;DIMENCIONAL
TRUE RMS CLAMP METER;337;11050190;BOA-H-82165;2018-04-30;2019-04-30;1;EL�CTRICA
TENSIOMETRO;T60-1002-C9-00;23592;BOA-H-8098;2017-07-31;2018-07-31;0;TENSI�N
BOMBA MANUAL PARA MEC;MFR-25039;NO INDICA;BOA-H-82199;2017-08-28;2018-08-28;1;PRESION
LLAVE DE TORQUE;QD3250;210218720;BOA-H-82207;2018-04-19;2019-04-19;1;TORQUE
TRUE RMS MULTIMETER;179;15080082;BOA-H-82347;2015-05-14;2016-05-13;0;EL�CTRICA
MANOMETRO INFLADO DE RUEDAS;8844-B;NO INDICA;BOA-H-82778;2016-07-04;2017-07-04;0;PRESION
MANOMETRO INFLADO DE RUEDAS;8844-B;NO INDICA;BOA-H-82777;2015-11-11;2016-11-10;0;PRESION
LLAVE DE TORQUE;QD1R50;1211501820;BOA-H-70042;2018-07-25;2019-07-25;1;TORQUE
LLAVE DE TORQUE;QD2100;1111108768;BOA-H-70041;2015-05-08;2016-05-07;0;TORQUE
LLAVE DE TORQUE;QD4R400;509065805;BOA-H-82106;2017-08-03;2018-08-03;0;TORQUE
LLAVE DE TORQUE;QD4R400;509065842;BOA-H-82211;2017-06-28;2018-06-28;0;TORQUE
INSULATION TESTER;1507;97670052;BOA-H-8193;2018-07-03;2019-07-03;1;EL�CTRICA
MANOMETRO REGULADOR 2;BU-2581-AT;NO INDICA;BOA-H-8059;2017-11-27;2018-11-27;1;PRESION
MANOMETRO REGULADOR 1;BU-2581-AQ;NO INDICA;BOA-H-8059;2017-11-27;2018-11-27;1;PRESION
LLAVE DE TORQUE;QD4R400;509065816;BOA-H-82107;2017-08-19;2018-08-19;1;TORQUE
LLAVE DE TORQUE;QD1R200;6111042761;BOA-H-82386;2018-07-25;2019-07-25;1;TORQUE
LLAVE DE TORQUE;QD1R50;611035885;BOA-H-82397;2018-07-25;2019-07-25;1;TORQUE
MANOMETRO DE REGULADOR 1;BU-2581-AQ;NO INDICA;BOA-H-8195;2014-07-14;2015-07-14;0;PRESION
MANOMETRO DE REGULADOR 2;BU-2581-AQ;NO INDICA;BOA-H-8195;2014-07-14;2015-07-14;0;PRESION
LLAVE DE TORQUE;QD2R100;709095041;BOA-H-82104;2017-08-19;2018-08-19;1;TORQUE
LLAVE DE TORQUE;QD2R100;709095041;BOA-H-82105;2018-07-12;2019-07-12;1;TORQUE
MANOMETRO;BU-2581-AQ;NO INDICA;BOA-H-8290;2018-07-06;2019-07-06;1;PRESION
MANOMETRO INFLADO RUEDAS;8844-B;NO INDICA;BOA-H-8297;2018-07-05;2019-07-05;1;PRESION
MANOMETRO REGULADOR 1;BU-2581-AQ;NO INDICA;BOA-H-8291;2018-07-05;2019-07-05;1;PRESION
MANOMETRO REGULADOR 2;BU-2581-AQ;NO INDICA;BOA-H-8292;2018-07-05;2019-07-05;1;PRESION
LLAVE DE TORQUE;QD2R100;609077524;BOA-H-8215;2018-07-05;2019-07-05;1;TORQUE
LLAVE DE TORQUE;QD4R400;509065848;BOA-H-8214;2018-07-05;2019-07-05;1;TORQUE
MULTIMETRO DIGITAL;179;94740321;BOA-H-8080;2018-05-03;2019-05-03;1;EL�CTRICA
LLAVE DE TORQUE;QD1R200;909114610;BOA-H-82153;2017-10-12;2018-10-12;1;TORQUE
LLAVE DE TORQUE;QDRIVER3P;909200642;BOA-H-7022;2013-08-31;2014-08-31;0;TORQUE
MANOMETRO 2 REGULADOR;BU-2581-AQ;NO INDICA;BOA-H-8269;2016-04-27;2017-04-27;0;PRESION
MANOMETRO 1 REGULADOR;SA 6558;NO INDICA;BOA-H-8269;2016-04-27;2017-04-27;0;PRESION
MANOMETRO;BU-2581-AQ;NO INDICA;BOA-H-8268;2017-12-04;2018-12-04;1;PRESION
MANOMETRO INFLADO DE RUEDA;8844-B;NO INDICA;BOA-H-8267;2017-11-24;2018-11-24;1;PRESION
LLAVE DE TORQUE;QD4R400;1011605769;BOA-H-82459;2017-09-21;2018-09-21;1;TORQUE
LLAVE DE TORQUE;QD3250;809110895;BOA-H-82161;2017-11-11;2018-11-11;1;TORQUE
MANOMETRO;0-30;TB-01;BOA-H-82395;2018-07-25;2019-07-25;1;PRESION
LLAVE DE TORQUE;QD2FR75;909117625;BOA-H-82154;2017-10-12;2018-10-12;1;TORQUE
LLAVE DE TORQUE;QD3R250;909118583;BOA-H-82155;2018-04-10;2019-04-10;1;TORQUE
TRUE RMS MULTIMETER;179;94740331;BOA-H-8023;2017-11-07;2018-11-07;1;EL�CTRICA
MICROMETRO DE INTERIORES;0,35;NO INDICA;BOA-H-70080;2013-10-21;2014-10-21;0;DIMENCIONAL
MICROMETRO DE INTERIORES;0,8;71093634;BOA-H-70081;2013-10-21;2014-10-21;0;DIMENCIONAL
MICROMETRO DE INTERIORES;IP5413-557-4;110794856;BOA-H-70082;2013-10-22;2014-10-22;0;DIMENCIONAL
MICROMETRO DE INTERIORES;IP5413-557-4;110894444;BOA-H-70083;2013-10-21;2014-10-21;0;DIMENCIONAL
MICROMETRO DE INTERIORES;13557-4;110693664;BOA-H-70084;2013-10-24;2014-10-24;0;DIMENCIONAL
MICROMETRO DE INTERIORES;13557-4;110890484;BOA-H-70085;2013-10-24;2014-10-24;0;DIMENCIONAL
MICROMETRO DE INTERIORES;13557-9;100295648;BOA-H-70086;2015-11-24;2016-11-23;0;DIMENCIONAL
BANCO DE RESORTES;ISTM 100;2197;BOA-H-70087;2014-11-05;2015-11-05;0;FUERZA
LLAVE DE TORQUE;QD-2R100;1108051678;BOA-H-8043;2013-11-18;2014-11-18;0;TORQUE
LLAVE DE TORQUE;QD-2R100;1108051671;BOA-H-8031;2016-12-09;2017-12-09;0;TORQUE
LLAVE DE TORQUE;QD-2R100;1108062532;BOA-H-8162;2017-11-08;2018-11-08;1;TORQUE
CALIBRADOR PIE DE REY;0-150;NO INDICA;BOA-H-82327;2018-07-04;2019-07-04;1;DIMENCIONAL
MANOMETRO;NO INDICA;AE3857;BOA-H- 82237;2017-11-21;2018-11-21;1;PRESION
MICROMETRO; NO INDICA;80554592;BOA-H-82141;2017-10-13;2018-10-13;1;DIMENCIONAL
LLAVE DE TORQUE;TE 3A;14660;BOA-H-82785;2018-02-01;2019-02-01;1;TORQUE
LLAVE DE TORQUE;QD4R400;1108065327;BOA-H-8044;2017-11-24;2018-11-24;1;TORQUE
LLAVE DE TORQUE;QD4R100;1008046436;BOA-H-8032;2017-09-01;2018-09-01;1;TORQUE
LLAVE DE TORQUE;QD4R400;1108060305;BOA-H-8030;2018-07-25;2019-07-25;1;TORQUE
RELOJ COMPARADOR; 2046S;PEH 539;BOA-H-82928;2017-01-24;2018-01-24;0;DIMENCIONAL
DINAMOMETRO DE 40KG;0-40;NO INDICA;BOA-H-82927;2013-12-26;2014-12-26;0;FUERZA
DINAMOMETRO DE 20KG;0-20;NO INDICA;BOA-H-82927-1;2014-01-09;2015-01-09;0;FUERZA
MANOMETRO INFLADO DE RUEDA;8844-B;NO INDICA;BOA-H-82202;2014-06-13;2015-06-13;0;PRESION
MANOMETRO INFLADO DE RUEDA;8844-B;NO INDICA;BOA-H-82203;2017-01-11;2018-01-11;0;PRESION
MANOMETRO 1 REGULADOR;BU-2581-AQ;NO INDICA;BOA-H-8060;2017-10-04;2018-10-04;1;PRESION
MANOMETRO 2 REGULADOR;BU-2581-AQ;NO INDICA;BOA-H-8060;2017-10-04;2018-10-04;1;PRESION
LLAVE DE TORQUE;QD4R400;110009732;BOA-H-82212;2016-03-14;2017-03-14;0;TORQUE
MANOMETRO 1 REGULADOR;BU-2581-AQ;NO INDICA;BOA-H-8002;2018-04-26;2019-04-26;1;PRESION
MANOMETRO 2 REGULADOR;BU-2581-AQ;NO INDICA;BOA-H-8002;2018-04-26;2019-04-26;1;PRESION
TERMOMETRO DIGITAL;450;12100053;BOA-H-82819;2017-12-15;2018-12-15;1;TEMPERATURA
MANOMETRO;O-300;NO INDICA;BOA-H-82191;2015-06-25;2016-06-24;0;PRESION
MANOMETRO;0-600;NO INDICA;BOA-H-82192;2018-03-23;2019-03-23;1;PRESION
MANOMETRO;BU-2581-AQ;NO INDICA;BOA-H-82194;2017-08-28;2018-08-28;1;PRESION
MANOMETRO;0-220;NO INDICA;NO INDICA;2014-07-15;2015-07-15;0;PRESION
VACUOMETRO;0-30;NO INDICA;NO INDICA;2015-05-11;2016-05-10;0;PRESION
DIGITAL THERMOMETER;450;12120027;BOA-H-82933;2014-06-02;2015-06-02;0;TEMPERATURA
TERMOMETRO IR;62 MAX;20900997;NO INDICA;2015-07-09;2016-07-08;0;TEMPERATURA
SONOMETRO;840029;174024;13-SON-02;2017-10-06;2018-10-06;1;AC�STICA
SONOMETRO;SOUN PRO  SE/DL;BHJ010001;13-SON-03;2017-10-06;2018-10-06;1;AC�STICA
BALANZA DIGITAL;ACS-30;NO INDICA;NO INDICA;;1900-12-30;0;MASA
MANOMETRO;0-6000;NO INDICA;BOA-H-70074;2018-07-25;2019-07-25;1;PRESION
MANOMETRO;0-20;NO INDICA;BOA-H-70075;2018-07-25;2019-07-25;1;PRESION
MANOMETRO DIGITAL;P3962B785001;30600818;VCPTP02;2015-10-22;2016-10-21;0;PRESION
LLAVE DE TORQUE;TEC 3A;4622;NO INDICA;2013-07-19;2014-07-19;0;TORQUE
BANCO DE TORQUE ANALOGICO;TK02;153533MRA;NO INDICA;2015-01-02;2016-01-02;0;TORQUE
BANCO DE TORQUE ANALOGICO;TK03;258058MRA;NO INDICA;2016-02-04;2017-02-03;0;TORQUE
MANOMETRO;0-35;NO INDICA;NO INDICA;2013-07-22;2014-07-22;0;PRESION
MANOMETRO;0-1000;NO INDICA;ALM.0010;2013-07-31;2014-07-31;0;PRESION
MANOMETRO REGULADOR 2;0-400;NO INDICA;NO INDICA;2013-07-31;2014-07-31;0;PRESION
MANOMETRO INFLADO DE RUEDA;8844-B;125071;NO INDICA;2013-07-31;2014-07-31;0;PRESION
ENGRAMPADOR DE PINES;M22520/1-01;55406-7;NO INDICA;2013-08-01;2014-08-01;0;DIMENCIONAL
THERMOHIGROMETRO;615;669814;THG-009;2014-10-02;2015-10-02;0;TEMPERATURA
MEDIDOR MULTIFUNCIONAL;PC-EM882;14110428;NO INDICA;2015-12-14;2016-12-13;0;EL�CTRICA
HOLIDAY DETECTOR;725;10015;NO INDICA;2014-02-12;2015-02-12;0;EL�CTRICA
MEDIDOR DE ESPESORES; 35880-5094;NO INDICA;MED-084;2014-09-29;2015-09-29;0;DIMENCIONAL
MEDIDOR DE ESPESOR; T-MIKE EM+;01W4P6;NO INDICA;2014-02-12;2015-02-12;0;DIMENCIONAL
BLOQUE PATRON ESCALONADO;1018;A25016;NO INDICA;2014-02-12;2015-02-12;0;DIMENCIONAL
MANOMETRO;0-145;NO INDICA;NO INDICA;2015-10-07;2016-10-06;0;PRESION
VALVULA DE ALIVIO;NONE;66;NO INDICA;2013-08-22;2014-08-22;0;PRESION
VALVULA DE ALIVIO;NONE;67;NO INDICA;2013-08-22;2014-08-22;0;PRESION
VALVULA DE ALIVIO;NONE;68;NO INDICA;2013-08-22;2014-08-22;0;PRESION
VALVULA DE ALIVIO;NONE;69;NO INDICA;2013-08-22;2014-08-22;0;PRESION
TENSIOMETRO;T60-1001-C8-1A;26394;BOA-H-82936;2017-07-31;2018-07-31;0;TENSI�N
BALANZA DIGITAL;NO INDICA;110;MMECO-071;2017-09-22;2018-09-22;1;MASA
POCKET BALANCE;NO INDICA;NO INDICA;MMECO-073;2017-09-26;2018-09-26;1;FUERZA
ESTUFA;1010-0082 ;07-29252;CC-FG-ESE-01;2014-10-17;2015-10-17;0;TEMPERATURA
MANOMETRO;0-4300;SAE010;NO INDICA;2015-10-14;2016-10-13;0;PRESION
MANOMETRO;0-1400;SAE006;NO INDICA;2016-01-19;2017-01-18;0;PRESION
MANOMETRO;0-160;52-2340;NO INDICA;2016-10-21;2017-10-21;0;PRESION
MANOMETRO;0-3000;SAE 007;NO INDICA;2015-10-09;2016-10-08;0;PRESION
MANOMETRO;EL-001;SSV311;NO INDICA;2016-10-19;2017-10-19;0;PRESION
ESTUFA;1010-0082;07-29252;CC-FQ-ESE-01;2017-11-13;2018-11-13;1;TEMPERATURA
BALANZA DIGITAL;ACS-C;701214;NO INDICA;2016-11-22;2017-11-22;0;MASA
LLAVE DE TORQUE;6004MFRMH;501700046;NO INDICA;2016-03-25;2017-03-25;0;TORQUE
DIGITAL FORCE GAUGE;100 LBF;T14511;NO INDICA;2015-10-08;2016-10-07;0;FUERZA
ULTRASONIC FLAW DETECTOR;FX - 7;2289;AF4GOLO58140;2017-09-26;2018-09-26;1;EL�CTRICA
LLAVE DE TORQUE;QD-2R100;8051677;BOA-H-8033;2014-07-23;2015-07-23;0;TORQUE
TRUE RMS MULTIMETER;179;94740321;BOA-H-8080;2014-02-24;2015-02-24;0;EL�CTRICA
MULTIMETRO ANALOGICO;TSA360;8119366;NO INDICA;2017-08-10;2018-08-10;0;EL�CTRICA
RELOJ COMPARADOR;2046S;PLR686;NO INDICA;2013-10-09;2014-10-09;0;DIMENCIONAL
MANOMETRO;NO INDICA;NO INDICA;NO INDICA;2013-10-09;2014-10-09;0;PRESION
FLUJOMETRO;0-15 LPM;NO INDICA;NO INDICA;2013-10-09;2014-10-09;0;PRESION
BANCO DE TORQUE DIGITAL;NO INDICA;01-1651;TK-01;2018-04-24;2019-04-24;1;TORQUE
TERMOMETRO INFRAROJO;RAYMT4U;RAYL000330848;MEQ-383;2013-10-10;2014-10-10;0;TEMPERATURA
EDDY CURRENT TESTER;MIZ-10A;417;AF4GOLO54147;2017-09-16;2018-09-16;1;EL�CTRICA
ANALIZADOR  DE  GASES   ;ZEL0611740;497776;NO INDICA;2013-10-11;2014-10-11;0;QU�MICA
LLAVE DE TORQUE;QD3R250;209024854;NO INDICA;2013-10-18;2014-10-18;0;TORQUE
CALIBRADOR PIE DE REY;500-197-20B;9903674;CR-IM-12;2018-01-13;2019-01-13;1;DIMENCIONAL
MEDIDOR DE ALTURA;192-671-10;HDM-18;NO INDICA;2018-05-04;2019-05-04;1;DIMENCIONAL
LLAVE DE TORQUE;NO INDICA;NO INDICA;PR-IM-22;2016-02-04;2017-02-03;0;TORQUE
LLAVE DE TORQUE;56-354;2002004062A1;PR-IM-03;2016-02-18;2017-02-17;0;TORQUE
FLEXOMETRO;FH-10M;NO INDICA;NO INDICA;2014-01-03;2015-01-03;0;DIMENCIONAL
MEDIDOR DE ESPESORES;POCKET MIKE;5991;NO INDICA;2013-10-24;2014-10-24;0;DIMENCIONAL
TERMOMETRO INFRAROJO;62;17721409;NO INDICA;2013-10-24;2014-10-24;0;TEMPERATURA
HOLIDAY DETECTOR;725;10100;NO INDICA;2013-10-25;2014-10-25;0;EL�CTRICA
TEST SET SLIDE BATTERY TESTER;TU-14;345;MMECO-142;2017-09-06;2018-09-06;1;EL�CTRICA
CALIBRADOR PIE DE REY;500-172-20B;9900529;CR-IM-11;2016-01-26;2017-01-25;0;DIMENCIONAL
MICROMETRO DIGITAL;293-230;85239077;CCM-IM-08;2017-12-19;2018-12-19;1;DIMENCIONAL
PLANTILLA PASA NO PASA;NO INDICA;NO INDICA;CCM-IM-10;2017-12-19;2018-12-19;1;DIMENCIONAL
MANOMETRO 1 REGULADOR;BU-2581-AQ;NO INDICA;BOA-H-82995;2018-06-14;2019-06-14;1;PRESION
MANOMETRO 2 REGULADOR;BU-2581-AQ;NO INDICA;BOA-H-82995;2018-06-14;2019-06-14;1;PRESION
MANOMETRO 1 REGULADOR;BU-2581-AQ;NO INDICA;BOA-H-82994;2017-06-20;2018-06-20;0;PRESION
MANOMETRO 2 REGULADOR;BU-2581-AQ;NO INDICA;BOA-H-82994;2017-06-20;2018-06-20;0;PRESION
MEDIDOR DE ESPERSORES;T MIKE E;NO INDICA;IST C-001;2013-11-06;2014-11-06;0;DIMENCIONAL
MEDIDOR DE ESPESOR;T MIKE E;NO INDICA;IST C-001;2013-11-06;2014-11-06;0;DIMENCIONAL
BLOQUE ESCALONADO;1018 STEEL;A24283;NO INDICA;2013-11-06;2014-11-06;0;DIMENCIONAL
RELOJ COMPARADOR; 543-390 BD;12011194;MMECO-107;2017-12-13;2018-12-13;1;DIMENCIONAL
CALIBRADOR;77141-08;NO INDICA;MMECO-091;2014-11-12;2015-11-12;0;DIMENCIONAL
MANOMETRO 1 REGULADOR;BU-2581-AQ;NO INDICA;BOA-H-82996;2018-01-04;2019-01-04;1;PRESION
MANOMETRO 2 REGULADOR;BU-2581-AQ;NO INDICA;BOA-H-82996;2018-01-04;2019-01-04;1;PRESION
MANOMETRO 2 REGULADOR;BU-2581-AQ;NO INDICA;BOA-H-82997;2017-12-26;2018-12-26;1;PRESION
MANOMETRO 1 REGULADOR;BU-2581-AQ;NO INDICA;BOA-H-82997;2017-12-26;2018-12-26;1;PRESION
MEDIDOR DE ESPERSORES;03-239;TG-100DL;NO INDICA;2013-11-14;2014-11-14;0;DIMENCIONAL
MEDIDOR DE ESPERSORES;TI-25M;1613;1-1980M4-301;2017-11-03;2018-11-03;1;DIMENCIONAL
TEST SET SLIDE BATTERY TESTER;TU-14;307;NO INDICA;2016-11-23;2017-11-23;0;EL�CTRICA
ANALIZADOR  DE  GASES   ;XT-XWOM-Y-EU;MA-211026705;NO INDICA;2013-11-26;2014-11-26;0;QU�MICA
ANALIZADOR  DE  GASES   ;XT-XWOM-Y-EU;MA-211027515;NO INDICA;2013-11-26;2014-11-26;0;QU�MICA
ANALIZADOR  DE  GASES   ;XT-XWOM-Y-EU;MA-211026704;NO INDICA;2013-11-26;2014-11-26;0;QU�MICA
BANCO DE TORQUE DIGITAL;NO INDICA;D-3531;CR-IM-10;2016-01-26;2017-01-25;0;TORQUE
MANOMETRO 1 REGULADOR;BU-2581-AQ;NO INDICA;BOA-H-83012;2018-06-13;2019-06-13;1;PRESION
MANOMETRO 2 REGULADOR;BU-2581-AT;NO INDICA;BOA-H-83012;2018-06-13;2019-06-13;1;PRESION
MANOMETRO 1 REGULADOR;SA6558;NO INDICA;BOA-H-83014;2016-01-06;2017-01-05;0;PRESION
MANOMETRO 2 REGULADOR;BU-2581-AT;NO INDICA;BOA-H-83014;2016-01-06;2017-01-05;0;PRESION
MANOMETRO;0-6000;NO INDICA;PF-PT-06;2013-12-06;2014-12-06;0;PRESION
MANOMETRO;0-1400;NO INDICA;PF-PT-05;2013-12-06;2014-12-06;0;PRESION
MANOMETRO;0-870;NO INDICA;PF-PT-04;2013-12-09;2014-12-09;0;PRESION
MANOMETRO;0-100;NO INDICA;PF-PT-02;2016-03-15;2017-03-15;0;PRESION
MANOMETRO;0-100;NO INDICA;PF-PT-03;2016-03-15;2017-03-15;0;PRESION
BANCO DE TORQUE ANALOGICO;NO INDICA;25-7984MRA;PR-IM-04;2017-09-30;2018-09-30;1;TORQUE
MICROMETRO OPTICO; 8400K;10349;BOA-H-82289;2018-07-13;2019-07-13;1;DIMENCIONAL
MICROMETRO DE INTERIORES;137-212;NO INDICA;BOA-H-83015;2013-12-12;2014-12-12;0;DIMENCIONAL
BATTERY CHARGER ;, 3550-1-6;2010331;MMECO-055;2017-12-13;2018-12-13;1;EL�CTRICA
TRUE RMS CLAMP METER;375;23510091;NO INDICA;2016-10-17;2017-10-17;0;EL�CTRICA
ULTRASONIC TEST SET;42A12B;60456;NO INDICA;2015-10-12;2016-10-11;0;EL�CTRICA
MEDIDOR DE CONTENIDO DE AIRE;1150005;1305;WI-538;2017-08-24;2018-08-24;1;PRESION
TERMOMETRO IR;H3599IR;E1022028533;WI-340;2017-08-24;2018-08-24;1;TEMPERATURA
BALANZA DIGITAL;WLC 6/A2;389841;WI-837;2017-08-24;2018-08-24;1;MASA
INDICADOR DE TEMPERATURA;FHM;NO INDICA;PF-PT-07;2016-03-18;2017-03-18;0;TEMPERATURA
TENSIOMETRO;T5-8002-104B-00;68951;BOA-H-8216;2017-08-01;2018-08-01;0;TENSI�N
RELOJ COMPARADOR;2046F;878423;CCM-IM-09;2016-04-05;2017-04-05;0;DIMENCIONAL
MANOMETRO 1 REGULADOR;BU-2581-AG;NO INDICA;BOA-H-83011;2015-01-19;2016-01-19;0;PRESION
MANOMETRO 2 REGULADOR;BU-2581-AT;NO INDICA;BOA-H-83011;2015-01-19;2016-01-19;0;PRESION
MANOMETRO 1 REGULADOR;BU-2581-AQ;NO INDICA;BOA-H-83013;2017-11-25;2018-11-25;1;PRESION
MANOMETRO 2 REGULADOR;BU-2581-AT;NO INDICA;BOA-H-83013;2017-11-25;2018-11-25;1;PRESION
CALIBRADOR TRAZADOR DE ALTURA;NO INDICA;706799;CR-IM-09;2018-07-12;2019-07-12;1;DIMENCIONAL
HORNO ELECTRICO;NO INDICA;EEL 81 06 H 71;NO INDICA;2013-12-27;2014-12-27;0;TEMPERATURA
MANOMETRO;0-725;NO INDICA;NO INDICA;2015-03-25;2016-03-24;0;PRESION
MANOMETRO DIGITAL;302089500;1201603;VCPTP01;2016-01-25;2017-01-24;0;PRESION
MANOMETRO;0-29;NO INDICA;NO INDICA;2014-01-02;2015-01-02;0;PRESION
Hi-Lo WELDING;NO INDICA;INV.2333;HCS-025;2014-04-19;2015-04-19;0;DIMENCIONAL
REGLA METALICA;35-341;NO INDICA;NO INDICA;2015-01-03;2016-01-03;0;DIMENCIONAL
CALIBRADOR PIE DE REY; 530-104BR;12842284;NO INDICA;2018-01-08;2019-01-08;1;DIMENCIONAL
HORNO ELECTRICO;HE02201L;HX060100636;NO INDICA;2014-01-14;2015-01-14;0;TEMPERATURA
CHARGER ANALYZER CALIBRATOR;VCM-100;1251-064-085A;BOA-H-82934;2018-04-17;2019-04-17;1;EL�CTRICA
LLAVE DE TORQUE;6004MFRMH;812602330;BTC600-05;2014-01-15;2015-01-15;0;TORQUE
LLAVE DE TORQUE;6004MFRMH;113602156;BTC600-09;2014-01-15;2015-01-15;0;TORQUE
LLAVE DE TORQUE;6004MFRMH;812602339;BTC600-01;2014-01-15;2015-01-15;0;TORQUE
LLAVE DE TORQUE;6004MFRMH;512600355;BTC600-03;2014-01-15;2015-01-15;0;TORQUE
MULTIPLICADOR DE TORQUE;TM-1500;1474;BMULTC-05;2015-07-23;2016-07-22;0;TORQUE
LLAVE DE TORQUE;R600;9005;B4TOR13;2015-07-24;2016-07-23;0;TORQUE
MULTIPLICADOR DE TORQUE;GA-190;5662;NO INDICA;2014-01-16;2015-01-16;0;TORQUE
CALIBRADOR DIGITAL; 500-171-20B;14909174;PF-01;2016-08-13;2017-08-13;0;DIMENCIONAL
MANOMETRO;0-70;NO INDICA;CC-05;2014-01-20;2015-01-20;0;PRESION
CONTADOR DE METROS;166926-901;3;PF-08;2016-02-24;2017-02-23;0;DIMENCIONAL
CONTADOR DE METROS;166926-921;4;AL-01;2016-02-24;2017-02-23;0;DIMENCIONAL
CINTA METRICA;30-608;NO INDICA;CC-06;2014-01-20;2015-01-20;0;DIMENCIONAL
CINTA METRICA PI;NO INDICA;8161269;PF-03;2015-01-23;2016-01-23;0;DIMENCIONAL
CINTA METRICA PI;28-200;8161269;PF-03;2014-01-21;2015-01-21;0;DIMENCIONAL
VALVULA DE ALIVIO;SESO1/2;257;NO INDICA;2014-01-21;2015-01-21;0;PRESION
VALVULA DE ALIVIO;SP121/8;42 SC FM;NO INDICA;2014-01-20;2015-01-20;0;PRESION
VALVULA DE ALIVIO;ST 24 1/4;NO INDICA;NO INDICA;2014-01-20;2015-01-20;0;PRESION
VALVULA DE ALIVIO;ST 251/4;4948-1;NO INDICA;2014-01-20;2015-01-20;0;PRESION
VALVULA DE ALIVIO;NO INDICA;NO INDICA;NO INDICA;2014-01-21;2015-01-21;0;PRESION
TERMOMETRO DIGITAL;MIN-MAX;NO INDICA;NO INDICA;2014-01-22;2015-01-22;0;TEMPERATURA
TERMOMETRO DIGITAL;MIN-MAX;NO INDICA;NO INDICA;2014-01-22;2015-01-22;0;TEMPERATURA
TERMOMETRO DIGITAL;MIN-MAX;NO INDICA;NO INDICA;2014-01-22;2015-01-22;0;TEMPERATURA
TERMOMETRO DIGITAL;MIN-MAX;NO INDICA;NO INDICA;2014-01-22;2015-01-22;0;TEMPERATURA
MANOMETRO;0-600;1;NO INDICA;2014-01-23;2015-01-23;0;PRESION
MANOMETRO;0-600;2;NO INDICA;2014-01-23;2015-01-23;0;PRESION
BALANZA DIGITAL;0-150;NO INDICA;NO INDICA;2014-01-23;2015-01-23;0;MASA
